All_Cores, Core0, Core1, Core2, Core3
8.25, 14, 0, 13, 6
8.25, 0, 13, 7, 13
5.25, 0, 14, 7, 0
11.5, 13, 13, 13, 7
18.25, 27, 23, 8, 15
15.75, 13, 12, 18, 20
8.25, 6, 7, 7, 13
6.75, 7, 13, 7, 0
10.25, 14, 7, 6, 14
4.75, 0, 12, 7, 0
9.75, 0, 13, 13, 13
8.0, 13, 0, 13, 6
9.75, 7, 20, 6, 6
6.75, 0, 14, 6, 7
10.25, 14, 6, 7, 14
11.0, 23, 7, 14, 0
16.0, 8, 21, 27, 8
18.5, 15, 21, 13, 25
8.5, 7, 13, 0, 14
9.75, 13, 20, 0, 6
13.0, 6, 6, 20, 20
9.75, 14, 0, 7, 18
6.5, 6, 0, 7, 13
8.25, 20, 0, 7, 6
9.75, 18, 7, 7, 7
8.5, 13, 14, 7, 0
10.25, 6, 14, 14, 7
6.5, 13, 0, 13, 0
19.75, 7, 26, 20, 26
15.0, 31, 7, 7, 15
10.0, 13, 0, 14, 13
6.5, 0, 14, 0, 12
5.0, 0, 0, 13, 7
6.75, 20, 0, 7, 0
7.75, 6, 13, 6, 6
9.0, 0, 0, 18, 18
9.75, 20, 6, 13, 0
6.25, 0, 7, 0, 18
6.25, 6, 6, 0, 13
7.0, 6, 8, 0, 14
25.0, 21, 25, 21, 33
21.5, 33, 7, 21, 25
9.75, 0, 20, 13, 6
6.75, 13, 7, 7, 0
7.75, 6, 6, 13, 6
6.5, 7, 13, 0, 6
6.75, 7, 0, 6, 14
12.25, 6, 13, 17, 13
6.75, 7, 12, 0, 8
8.0, 18, 0, 7, 7
9.5, 25, 0, 0, 13
6.25, 13, 12, 0, 0
17.25, 8, 31, 14, 16
16.25, 8, 20, 21, 16
7.75, 0, 17, 7, 7
6.75, 0, 6, 14, 7
9.75, 20, 6, 13, 0
9.25, 6, 6, 13, 12
8.25, 6, 14, 13, 0
10.0, 13, 7, 13, 7
7.5, 7, 17, 0, 6
6.5, 6, 0, 13, 7
12.25, 13, 12, 6, 18
8.5, 20, 0, 0, 14
17.25, 14, 9, 16, 30
36.0, 33, 46, 15, 50
8.75, 0, 0, 21, 14
7.5, 7, 0, 6, 17
9.75, 26, 0, 7, 6
9.5, 0, 18, 13, 7
8.75, 14, 14, 0, 7
7.0, 15, 7, 0, 6
6.5, 13, 6, 0, 7
9.75, 13, 13, 6, 7
6.5, 6, 13, 7, 0
6.5, 0, 6, 7, 13
19.25, 21, 26, 14, 16
19.25, 7, 40, 15, 15
11.5, 6, 13, 13, 14
4.5, 0, 12, 6, 0
8.5, 20, 0, 0, 14
7.75, 0, 0, 18, 13
11.25, 20, 0, 7, 18
8.25, 20, 0, 13, 0
12.25, 14, 14, 7, 14
7.0, 7, 0, 7, 14
10.0, 0, 6, 20, 14
9.75, 0, 13, 13, 13
16.25, 23, 8, 20, 14
20.5, 8, 16, 23, 35
8.25, 13, 0, 7, 13
6.75, 7, 0, 13, 7
9.25, 6, 14, 17, 0
3.25, 0, 0, 0, 13
6.5, 6, 13, 0, 7
4.75, 0, 12, 7, 0
6.75, 20, 0, 7, 0
6.0, 0, 6, 6, 12
9.75, 0, 13, 20, 6
8.5, 14, 0, 14, 6
23.0, 25, 20, 26, 21
22.5, 28, 21, 28, 13
7.0, 7, 7, 0, 14
5.25, 0, 14, 0, 7
9.0, 13, 0, 6, 17
8.5, 0, 14, 6, 14
9.75, 13, 6, 13, 7
8.75, 7, 14, 14, 0
6.25, 6, 13, 0, 6
10.0, 13, 14, 6, 7
10.25, 20, 14, 0, 7
8.5, 7, 14, 13, 0
24.5, 23, 7, 26, 42
19.0, 14, 28, 26, 8
6.25, 7, 6, 6, 6
9.25, 6, 7, 18, 6
11.75, 6, 20, 7, 14
9.0, 12, 6, 0, 18
6.25, 7, 0, 0, 18
8.5, 0, 20, 0, 14
9.75, 12, 13, 0, 14
9.75, 6, 6, 7, 20
3.5, 7, 7, 0, 0
10.25, 20, 14, 7, 0
18.25, 21, 18, 13, 21
24.75, 35, 0, 41, 23
9.75, 12, 14, 13, 0
6.5, 13, 0, 7, 6
7.0, 7, 7, 7, 7
9.5, 13, 13, 0, 12
6.75, 8, 6, 7, 6
10.25, 7, 14, 20, 0
8.25, 13, 7, 13, 0
8.25, 20, 0, 7, 6
9.75, 7, 12, 14, 6
7.75, 0, 13, 6, 12
12.25, 0, 22, 14, 13
28.0, 37, 28, 26, 21
10.75, 12, 18, 0, 13
8.75, 14, 7, 0, 14
5.0, 13, 0, 0, 7
10.0, 13, 7, 14, 6
10.0, 6, 20, 14, 0
8.25, 13, 14, 6, 0
5.0, 6, 7, 7, 0
6.5, 7, 13, 6, 0
8.5, 7, 13, 0, 14
7.75, 0, 13, 18, 0
4.75, 0, 13, 0, 6
35.0, 42, 25, 35, 38
10.0, 14, 13, 13, 0
10.0, 6, 20, 14, 0
8.25, 6, 20, 7, 0
9.75, 13, 6, 14, 6
9.5, 12, 13, 13, 0
7.75, 12, 13, 6, 0
5.0, 0, 0, 7, 13
8.25, 0, 13, 0, 20
6.5, 13, 7, 6, 0
6.5, 0, 0, 13, 13
5.0, 0, 0, 7, 13
15.0, 21, 0, 26, 13
17.0, 21, 7, 15, 25
6.5, 6, 0, 13, 7
7.0, 7, 0, 7, 14
7.5, 7, 0, 6, 17
6.75, 0, 0, 13, 14
7.0, 14, 7, 7, 0
7.5, 6, 11, 6, 7
12.0, 0, 23, 13, 12
7.75, 0, 18, 13, 0
9.25, 7, 12, 12, 6
5.0, 14, 0, 6, 0
26.0, 20, 31, 15, 38
25.0, 28, 20, 15, 37
3.75, 8, 7, 0, 0
8.25, 13, 13, 7, 0
9.5, 13, 6, 13, 6
9.75, 13, 6, 20, 0
10.0, 0, 20, 14, 6
8.0, 6, 13, 6, 7
10.75, 13, 13, 0, 17
6.75, 7, 7, 7, 6
6.5, 6, 0, 7, 13
17.25, 18, 18, 13, 20
16.75, 14, 33, 20, 0
20.0, 15, 31, 21, 13
8.25, 7, 6, 13, 7
8.25, 14, 6, 6, 7
7.75, 18, 0, 13, 0
8.5, 0, 13, 21, 0
6.75, 7, 6, 7, 7
6.5, 0, 7, 6, 13
6.75, 7, 13, 7, 0
6.5, 0, 6, 14, 6
9.75, 7, 13, 12, 7
5.5, 0, 8, 7, 7
19.75, 31, 21, 6, 21
19.25, 21, 21, 21, 14
8.5, 20, 0, 7, 7
5.25, 0, 0, 7, 14
9.75, 20, 13, 6, 0
10.0, 26, 7, 7, 0
7.25, 15, 7, 0, 7
9.75, 6, 14, 13, 6
9.25, 6, 13, 12, 6
8.5, 21, 0, 13, 0
6.25, 6, 6, 13, 0
8.75, 14, 7, 7, 7
16.25, 15, 18, 26, 6
11.75, 9, 15, 15, 8
9.75, 6, 14, 12, 7
8.25, 7, 13, 6, 7
8.0, 6, 0, 20, 6
11.5, 20, 20, 6, 0
7.75, 6, 13, 6, 6
6.5, 0, 7, 13, 6
13.0, 14, 12, 13, 13
8.25, 13, 7, 13, 0
10.0, 20, 6, 7, 7
8.25, 6, 6, 14, 7
16.5, 7, 14, 30, 15
26.0, 33, 28, 28, 15
8.25, 13, 14, 6, 0
10.0, 14, 7, 12, 7
5.25, 7, 7, 0, 7
11.75, 20, 14, 0, 13
4.75, 7, 6, 0, 6
6.75, 13, 0, 7, 7
11.25, 14, 13, 6, 12
10.0, 21, 13, 0, 6
7.5, 6, 6, 6, 12
5.25, 0, 14, 0, 7
14.5, 7, 28, 16, 7
19.0, 28, 13, 20, 15
8.5, 14, 7, 7, 6
6.75, 13, 0, 7, 7
9.75, 13, 6, 13, 7
9.5, 7, 18, 13, 0
8.25, 20, 0, 13, 0
8.25, 20, 6, 7, 0
4.75, 6, 0, 13, 0
6.5, 0, 13, 0, 13
8.25, 20, 0, 0, 13
6.5, 6, 13, 0, 7
26.0, 33, 30, 8, 33
17.25, 7, 23, 25, 14
8.0, 6, 6, 7, 13
5.0, 0, 6, 7, 7
7.0, 0, 14, 0, 14
7.0, 14, 7, 7, 0
10.0, 14, 13, 13, 0
8.0, 0, 13, 13, 6
6.75, 0, 14, 7, 6
10.0, 13, 14, 13, 0
9.75, 14, 13, 6, 6
6.75, 0, 6, 14, 7
19.75, 28, 14, 21, 16
20.0, 28, 0, 15, 37
6.75, 0, 20, 0, 7
10.25, 14, 14, 6, 7
8.0, 13, 6, 0, 13
6.5, 13, 0, 6, 7
9.75, 6, 20, 0, 13
9.25, 18, 13, 0, 6
6.25, 6, 6, 0, 13
8.5, 20, 14, 0, 0
6.25, 6, 13, 6, 0
9.75, 0, 14, 12, 13
23.25, 26, 14, 25, 28
22.5, 21, 21, 40, 8
6.5, 0, 0, 13, 13
6.25, 0, 0, 7, 18
10.0, 8, 18, 7, 7
10.0, 14, 6, 7, 13
9.5, 6, 12, 13, 7
6.75, 0, 13, 0, 14
8.25, 7, 14, 6, 6
9.5, 12, 14, 12, 0
5.0, 6, 8, 6, 0
8.5, 0, 14, 20, 0
23.0, 23, 31, 13, 25
19.5, 8, 21, 33, 16
8.25, 20, 0, 0, 13
3.75, 0, 0, 7, 8
5.0, 7, 0, 6, 7
6.75, 14, 0, 6, 7
8.0, 6, 13, 13, 0
8.5, 14, 14, 6, 0
9.75, 20, 6, 13, 0
5.0, 0, 7, 6, 7
8.25, 13, 0, 7, 13
10.75, 6, 6, 13, 18
10.25, 7, 14, 14, 6
9.75, 15, 0, 8, 16
8.0, 18, 0, 0, 14
8.0, 13, 0, 6, 13
7.75, 7, 0, 18, 6
9.25, 7, 17, 7, 6
5.0, 6, 0, 14, 0
9.75, 7, 6, 12, 14
6.75, 13, 7, 7, 0
8.0, 13, 0, 13, 6
8.25, 7, 6, 20, 0
7.25, 6, 0, 23, 0
8.75, 7, 0, 14, 14
10.5, 14, 21, 0, 7
8.5, 6, 15, 0, 13
8.25, 20, 7, 0, 6
11.25, 12, 13, 6, 14
4.75, 12, 0, 0, 7
10.25, 17, 12, 0, 12
5.5, 8, 7, 7, 0
6.25, 13, 0, 6, 6
9.75, 13, 14, 0, 12
6.5, 0, 7, 6, 13
8.0, 0, 0, 14, 18
11.5, 13, 14, 13, 6
22.75, 18, 33, 25, 15
25.75, 28, 28, 21, 26
8.5, 20, 0, 0, 14
9.75, 7, 6, 13, 13
12.75, 7, 6, 25, 13
10.5, 0, 18, 6, 18
6.5, 0, 6, 14, 6
7.75, 0, 0, 18, 13
7.0, 0, 14, 7, 7
7.75, 7, 0, 18, 6
6.75, 13, 14, 0, 0
8.25, 20, 0, 0, 13
23.25, 26, 18, 28, 21
23.25, 25, 31, 9, 28
7.75, 6, 0, 18, 7
8.25, 13, 13, 0, 7
8.0, 13, 13, 6, 0
8.5, 13, 14, 7, 0
11.0, 18, 6, 13, 7
8.5, 0, 13, 21, 0
11.0, 6, 18, 0, 20
7.75, 18, 0, 0, 13
5.0, 6, 0, 7, 7
11.25, 6, 13, 20, 6
23.75, 21, 21, 7, 46
15.0, 18, 8, 20, 14
8.25, 0, 13, 14, 6
8.5, 0, 14, 20, 0
6.75, 13, 0, 14, 0
11.0, 6, 12, 12, 14
5.0, 13, 7, 0, 0
5.0, 7, 0, 0, 13
10.25, 7, 0, 14, 20
9.5, 13, 6, 6, 13
7.0, 15, 0, 0, 13
8.25, 7, 13, 6, 7
14.0, 7, 14, 15, 20
14.25, 23, 18, 0, 16
8.5, 0, 0, 20, 14
9.75, 7, 6, 13, 13
10.0, 6, 13, 7, 14
8.5, 0, 0, 20, 14
10.0, 6, 14, 0, 20
11.5, 7, 12, 21, 6
7.75, 0, 13, 12, 6
6.5, 7, 13, 0, 6
8.25, 13, 7, 0, 13
8.5, 7, 13, 7, 7
11.5, 6, 0, 14, 26
30.25, 28, 38, 25, 30
8.75, 7, 14, 7, 7
8.25, 13, 0, 20, 0
8.25, 13, 0, 20, 0
9.75, 13, 13, 7, 6
8.25, 0, 14, 6, 13
11.25, 6, 18, 7, 14
8.5, 7, 0, 14, 13
8.5, 0, 14, 12, 8
10.0, 20, 14, 6, 0
9.5, 18, 7, 6, 7
6.75, 13, 0, 0, 14
18.5, 30, 15, 15, 14
7.0, 0, 14, 14, 0
9.25, 18, 6, 0, 13
6.75, 13, 7, 0, 7
12.5, 20, 13, 6, 11
8.0, 13, 6, 13, 0
8.25, 13, 0, 20, 0
7.0, 0, 14, 14, 0
6.25, 0, 13, 0, 12
14.25, 20, 0, 12, 25
6.75, 0, 6, 7, 14
11.0, 17, 7, 0, 20
15.5, 16, 7, 8, 31
29.0, 23, 25, 35, 33
3.5, 7, 0, 7, 0
8.25, 6, 13, 14, 0
8.25, 7, 0, 12, 14
5.25, 13, 0, 0, 8
3.5, 7, 0, 7, 0
8.25, 6, 7, 13, 7
9.25, 18, 13, 6, 0
8.75, 15, 6, 7, 7
9.25, 6, 7, 6, 18
8.5, 7, 13, 0, 14
23.0, 16, 35, 8, 33
20.25, 26, 14, 26, 15
8.25, 13, 0, 0, 20
6.75, 0, 0, 7, 20
10.5, 6, 15, 14, 7
10.0, 20, 14, 6, 0
10.0, 0, 14, 13, 13
6.5, 13, 0, 7, 6
10.0, 20, 6, 14, 0
10.0, 14, 14, 0, 12
4.75, 6, 6, 0, 7
7.0, 0, 14, 14, 0
26.25, 29, 29, 33, 14
10.0, 26, 7, 0, 7
7.0, 14, 0, 7, 7
9.75, 0, 7, 14, 18
11.25, 23, 8, 7, 7
8.25, 0, 20, 7, 6
9.75, 13, 13, 6, 7
10.0, 13, 20, 0, 7
8.5, 6, 14, 7, 7
6.0, 0, 0, 17, 7
6.5, 6, 0, 6, 14
8.5, 20, 0, 0, 14
25.5, 25, 37, 15, 25
26.5, 30, 35, 26, 15
10.0, 13, 6, 7, 14
7.0, 0, 7, 14, 7
9.75, 6, 20, 0, 13
9.5, 7, 18, 0, 13
8.5, 20, 0, 0, 14
10.0, 13, 0, 20, 7
6.75, 0, 7, 14, 6
6.75, 13, 14, 0, 0
8.25, 6, 0, 13, 14
9.75, 13, 7, 6, 13
20.75, 7, 15, 35, 26
17.0, 15, 8, 15, 30
10.75, 12, 0, 18, 13
8.25, 13, 6, 7, 7
9.5, 12, 0, 13, 13
8.25, 13, 6, 14, 0
10.25, 20, 7, 7, 7
10.0, 0, 20, 20, 0
9.75, 13, 0, 13, 13
13.25, 20, 20, 7, 6
8.5, 0, 20, 14, 0
11.5, 12, 14, 20, 0
3.75, 7, 0, 8, 0
18.75, 16, 23, 26, 10
8.5, 14, 0, 0, 20
8.5, 0, 14, 7, 13
8.5, 0, 14, 7, 13
8.0, 0, 13, 13, 6
6.75, 0, 14, 13, 0
9.5, 0, 14, 18, 6
11.5, 20, 13, 6, 7
8.25, 20, 0, 6, 7
9.25, 6, 0, 18, 13
8.25, 13, 13, 7, 0
8.5, 0, 14, 7, 13
25.5, 37, 15, 7, 43
7.0, 7, 7, 0, 14
7.75, 0, 18, 0, 13
7.0, 0, 0, 14, 14
8.0, 13, 6, 0, 13
11.5, 13, 13, 0, 20
9.75, 6, 13, 6, 14
9.5, 0, 6, 20, 12
4.75, 0, 6, 13, 0
8.0, 6, 20, 0, 6
5.0, 13, 0, 0, 7
6.75, 6, 7, 7, 7
20.75, 23, 15, 20, 25
5.25, 7, 0, 0, 14
6.5, 6, 7, 0, 13
8.0, 7, 7, 0, 18
6.75, 0, 0, 13, 14
13.75, 13, 12, 12, 18
9.5, 6, 20, 6, 6
8.25, 14, 7, 6, 6
7.75, 6, 18, 7, 0
8.25, 7, 7, 13, 6
8.5, 21, 0, 7, 6
6.25, 0, 13, 12, 0
19.0, 15, 21, 26, 14
12.5, 8, 7, 14, 21
8.25, 6, 14, 0, 13
10.0, 6, 20, 0, 14
10.0, 7, 14, 13, 6
6.5, 6, 0, 13, 7
10.0, 7, 13, 13, 7
9.5, 0, 17, 7, 14
9.25, 6, 0, 13, 18
8.75, 7, 6, 6, 16
10.0, 13, 20, 7, 0
11.5, 8, 18, 7, 13
17.75, 15, 7, 14, 35
23.75, 18, 37, 25, 15
10.25, 7, 20, 0, 14
10.0, 6, 7, 13, 14
11.75, 14, 20, 0, 13
9.75, 13, 0, 13, 13
8.0, 13, 0, 6, 13
11.0, 0, 18, 13, 13
11.5, 20, 6, 13, 7
9.75, 7, 7, 13, 12
6.75, 0, 0, 13, 14
8.0, 7, 13, 6, 6
26.0, 26, 31, 14, 33
23.5, 26, 33, 15, 20
10.0, 15, 7, 18, 0
6.75, 13, 0, 7, 7
7.5, 6, 18, 0, 6
6.5, 6, 13, 0, 7
11.0, 13, 13, 12, 6
8.25, 13, 7, 6, 7
13.0, 20, 20, 6, 6
6.5, 0, 7, 13, 6
9.5, 6, 7, 12, 13
8.25, 7, 6, 20, 0
16.75, 0, 13, 31, 23
23.5, 7, 37, 35, 15
6.75, 0, 13, 0, 14
11.5, 13, 7, 13, 13
6.75, 0, 14, 7, 6
7.75, 0, 18, 13, 0
8.5, 0, 20, 0, 14
3.75, 0, 7, 8, 0
8.25, 7, 6, 7, 13
8.0, 6, 0, 13, 13
9.75, 18, 7, 0, 14
8.25, 0, 20, 6, 7
5.25, 14, 0, 7, 0
22.25, 15, 43, 8, 23
8.0, 0, 12, 13, 7
10.25, 21, 13, 0, 7
7.0, 0, 14, 7, 7
9.75, 26, 6, 0, 7
11.25, 13, 6, 20, 6
5.25, 0, 14, 7, 0
5.0, 7, 13, 0, 0
7.75, 7, 6, 6, 12
9.5, 13, 13, 6, 6
6.75, 14, 6, 7, 0
6.5, 13, 6, 7, 0
24.5, 28, 38, 25, 7
8.25, 13, 0, 20, 0
9.0, 6, 18, 6, 6
8.5, 6, 14, 7, 7
6.5, 13, 6, 0, 7
5.0, 6, 0, 0, 14
8.0, 6, 14, 12, 0
8.25, 14, 6, 7, 6
8.25, 14, 7, 6, 6
3.5, 7, 0, 7, 0
11.25, 25, 6, 7, 7
8.5, 6, 14, 7, 7
20.5, 20, 13, 20, 29
13.5, 21, 20, 13, 0
8.25, 0, 13, 6, 14
9.5, 20, 6, 12, 0
8.5, 7, 7, 13, 7
9.75, 12, 13, 14, 0
6.5, 7, 13, 0, 6
6.5, 13, 13, 0, 0
10.25, 0, 20, 7, 14
8.75, 7, 14, 0, 14
5.0, 6, 0, 7, 7
9.75, 6, 13, 7, 13
18.25, 15, 25, 15, 18
18.5, 25, 26, 7, 16
8.25, 14, 6, 7, 6
11.25, 18, 12, 15, 0
8.25, 13, 0, 6, 14
10.25, 20, 7, 0, 14
11.75, 21, 20, 0, 6
4.25, 0, 6, 0, 11
10.0, 13, 6, 21, 0
6.5, 13, 6, 0, 7
8.0, 20, 6, 6, 0
8.25, 13, 0, 20, 0
20.75, 14, 23, 25, 21
11.25, 8, 0, 14, 23
11.25, 18, 14, 0, 13
8.0, 7, 6, 12, 7
5.25, 0, 8, 6, 7
10.75, 6, 17, 6, 14
8.0, 0, 12, 20, 0
11.0, 0, 7, 15, 22
6.5, 6, 0, 7, 13
6.5, 6, 0, 20, 0
11.5, 13, 7, 13, 13
6.75, 0, 13, 14, 0
29.75, 26, 35, 35, 23
20.5, 16, 21, 37, 8
5.25, 0, 14, 0, 7
9.25, 0, 13, 7, 17
7.5, 13, 0, 0, 17
5.0, 7, 0, 6, 7
10.25, 20, 14, 0, 7
6.5, 7, 7, 12, 0
3.5, 7, 0, 0, 7
5.0, 7, 13, 0, 0
9.5, 18, 13, 7, 0
11.75, 14, 6, 7, 20
22.75, 16, 29, 30, 16
15.25, 15, 0, 30, 16
13.0, 7, 13, 20, 12
9.75, 12, 13, 0, 14
7.75, 0, 13, 0, 18
10.25, 20, 14, 0, 7
9.5, 0, 9, 15, 14
6.75, 20, 0, 0, 7
8.5, 7, 6, 7, 14
11.5, 13, 7, 13, 13
10.5, 23, 0, 6, 13
10.75, 22, 0, 7, 14
19.25, 18, 20, 13, 26
12.5, 21, 7, 15, 7
6.5, 0, 6, 7, 13
12.75, 14, 18, 13, 6
8.25, 13, 20, 0, 0
10.0, 20, 0, 6, 14
8.25, 7, 13, 0, 13
7.0, 7, 14, 0, 7
11.25, 8, 23, 7, 7
5.0, 0, 7, 13, 0
13.0, 14, 6, 14, 18
10.0, 20, 0, 7, 13
8.75, 7, 7, 7, 14
24.0, 35, 31, 9, 21
10.0, 20, 20, 0, 0
7.0, 6, 15, 0, 7
7.75, 12, 0, 6, 13
10.0, 14, 6, 6, 14
12.5, 22, 15, 6, 7
10.25, 7, 14, 13, 7
2.0, 0, 8, 0, 0
6.5, 13, 0, 6, 7
8.5, 0, 14, 13, 7
8.25, 13, 6, 7, 7
18.0, 26, 20, 0, 26
18.25, 15, 21, 14, 23
8.25, 6, 13, 0, 14
8.5, 0, 14, 13, 7
6.25, 0, 7, 18, 0
10.5, 21, 14, 0, 7
10.0, 6, 20, 7, 7
9.5, 7, 18, 13, 0
10.0, 20, 20, 0, 0
8.0, 13, 6, 7, 6
7.75, 6, 6, 12, 7
10.0, 20, 20, 0, 0
13.75, 14, 25, 7, 9
25.25, 15, 18, 33, 35
8.25, 13, 6, 14, 0
5.0, 0, 13, 7, 0
9.5, 14, 7, 0, 17
8.5, 0, 13, 7, 14
5.25, 0, 14, 7, 0
10.25, 7, 7, 7, 20
6.5, 7, 12, 0, 7
8.25, 20, 13, 0, 0
8.25, 13, 0, 7, 13
11.75, 13, 7, 7, 20
23.5, 26, 6, 29, 33
22.25, 27, 23, 16, 23
8.25, 7, 0, 20, 6
9.5, 7, 6, 12, 13
8.5, 0, 0, 20, 14
9.75, 7, 18, 0, 14
4.5, 0, 18, 0, 0
7.0, 7, 7, 0, 14
9.0, 0, 23, 0, 13
10.0, 7, 20, 0, 13
11.75, 21, 6, 6, 14
5.25, 0, 7, 7, 7
17.75, 14, 28, 14, 15
27.5, 26, 26, 25, 33
8.5, 20, 0, 0, 14
11.0, 13, 18, 6, 7
8.25, 13, 20, 0, 0
7.0, 0, 14, 0, 14
7.75, 6, 6, 13, 6
6.25, 0, 6, 13, 6
9.5, 13, 6, 6, 13
8.25, 20, 0, 7, 6
8.0, 7, 6, 6, 13
6.75, 7, 0, 0, 20
9.75, 7, 25, 0, 7
27.75, 30, 31, 15, 35
11.5, 14, 13, 13, 6
6.75, 13, 0, 0, 14
8.25, 7, 13, 0, 13
10.25, 7, 7, 20, 7
5.25, 7, 7, 0, 7
8.0, 0, 14, 0, 18
8.5, 13, 0, 14, 7
8.25, 13, 0, 13, 7
8.0, 0, 20, 6, 6
8.25, 13, 0, 20, 0
8.75, 14, 14, 7, 0
23.75, 15, 28, 26, 26
7.0, 0, 7, 14, 7
6.5, 0, 7, 6, 13
12.75, 7, 20, 7, 17
11.0, 7, 17, 14, 6
8.25, 6, 14, 7, 6
9.75, 6, 20, 7, 6
10.25, 13, 15, 13, 0
6.5, 6, 6, 7, 7
9.75, 0, 13, 13, 13
6.0, 0, 17, 7, 0
6.5, 6, 6, 7, 7
26.0, 20, 26, 25, 33
23.25, 29, 20, 13, 31
10.75, 17, 6, 6, 14
7.5, 8, 0, 14, 8
8.25, 7, 0, 13, 13
9.5, 18, 6, 0, 14
8.25, 14, 6, 0, 13
8.0, 13, 0, 6, 13
8.25, 0, 6, 14, 13
11.5, 13, 20, 0, 13
9.75, 0, 20, 6, 13
8.75, 0, 0, 21, 14
24.75, 28, 21, 25, 25
32.75, 35, 35, 38, 23
12.25, 22, 8, 13, 6
5.0, 0, 0, 20, 0
10.0, 14, 6, 7, 13
8.0, 6, 0, 14, 12
11.5, 20, 0, 6, 20
6.75, 0, 7, 13, 7
6.75, 0, 20, 7, 0
12.5, 14, 7, 6, 23
8.5, 14, 0, 0, 20
6.5, 13, 0, 6, 7
22.75, 14, 33, 23, 21
16.25, 37, 14, 14, 0
8.5, 0, 14, 7, 13
8.0, 6, 6, 7, 13
10.25, 20, 14, 0, 7
4.75, 13, 0, 6, 0
8.0, 6, 14, 0, 12
10.75, 13, 23, 7, 0
5.5, 0, 8, 0, 14
6.75, 20, 0, 7, 0
9.75, 13, 6, 6, 14
7.0, 14, 0, 7, 7
9.25, 7, 0, 12, 18
20.25, 14, 37, 23, 7
8.25, 13, 13, 0, 7
9.0, 6, 17, 0, 13
6.25, 0, 18, 0, 7
10.25, 20, 0, 7, 14
6.25, 0, 18, 7, 0
9.0, 0, 17, 13, 6
8.0, 0, 7, 12, 13
8.5, 20, 0, 14, 0
6.75, 7, 13, 7, 0
7.25, 0, 7, 0, 22
10.25, 14, 14, 7, 6
22.75, 25, 28, 28, 10
6.0, 12, 6, 6, 0
6.5, 7, 13, 0, 6
11.0, 17, 6, 21, 0
5.0, 13, 7, 0, 0
8.25, 13, 7, 0, 13
8.5, 20, 14, 0, 0
6.75, 7, 7, 6, 7
8.0, 13, 0, 6, 13
8.25, 7, 13, 13, 0
6.25, 0, 6, 13, 6
10.0, 0, 14, 12, 14
17.0, 15, 21, 18, 14
12.0, 14, 0, 13, 21
12.5, 6, 6, 20, 18
6.75, 7, 0, 13, 7
6.75, 0, 20, 0, 7
7.0, 14, 0, 7, 7
8.5, 13, 14, 0, 7
9.5, 0, 6, 14, 18
9.75, 7, 20, 6, 6
10.25, 14, 7, 7, 13
6.75, 14, 0, 6, 7
6.75, 6, 0, 14, 7
13.75, 8, 21, 20, 6
10.75, 0, 21, 8, 14
11.5, 6, 13, 20, 7
8.5, 14, 0, 7, 13
9.25, 0, 18, 6, 13
6.5, 6, 13, 7, 0
11.0, 25, 7, 6, 6
5.0, 7, 0, 7, 6
8.0, 13, 0, 13, 6
10.25, 6, 14, 14, 7
7.75, 18, 7, 6, 0
6.5, 14, 0, 6, 6
21.0, 31, 37, 0, 16
26.75, 37, 27, 27, 16
9.25, 0, 13, 18, 6
6.5, 13, 0, 0, 13
11.75, 6, 20, 14, 7
8.25, 0, 6, 14, 13
7.75, 18, 7, 0, 6
8.5, 20, 0, 0, 14
6.5, 0, 20, 0, 6
5.25, 0, 14, 7, 0
8.25, 13, 0, 13, 7
5.0, 7, 7, 6, 0
15.75, 7, 15, 16, 25
12.25, 7, 14, 7, 21
8.25, 0, 20, 13, 0
8.5, 13, 14, 7, 0
10.0, 20, 7, 13, 0
7.0, 14, 0, 7, 7
9.75, 20, 0, 13, 6
6.5, 7, 0, 6, 13
8.5, 7, 6, 21, 0
13.25, 14, 20, 13, 6
6.5, 7, 13, 6, 0
8.25, 0, 14, 13, 6
17.5, 16, 0, 26, 28
25.25, 35, 14, 26, 26
6.75, 14, 0, 7, 6
11.0, 7, 23, 14, 0
5.25, 14, 7, 0, 0
6.25, 6, 0, 6, 13
5.25, 14, 0, 0, 7
13.0, 14, 18, 13, 7
11.5, 6, 14, 6, 20
8.5, 0, 20, 14, 0
8.0, 7, 6, 7, 12
10.25, 14, 14, 7, 6
14.25, 15, 13, 14, 15
8.5, 8, 0, 0, 26
6.5, 6, 14, 6, 0
8.0, 7, 13, 6, 6
8.5, 14, 0, 6, 14
5.0, 6, 0, 0, 14
8.25, 6, 13, 0, 14
6.75, 13, 0, 7, 7
9.25, 6, 18, 13, 0
6.5, 0, 0, 20, 6
9.75, 13, 6, 14, 6
8.5, 7, 20, 0, 7
8.5, 7, 20, 7, 0
19.25, 14, 9, 33, 21
8.75, 14, 0, 7, 14
10.5, 0, 17, 7, 18
6.5, 6, 0, 7, 13
9.75, 12, 0, 14, 13
11.0, 13, 18, 0, 13
9.75, 0, 13, 13, 13
8.0, 0, 7, 12, 13
5.25, 0, 7, 7, 7
12.25, 17, 7, 12, 13
11.5, 6, 20, 14, 6
10.25, 0, 13, 14, 14
21.0, 40, 7, 21, 16
12.0, 14, 12, 7, 15
6.0, 0, 17, 7, 0
9.75, 13, 0, 6, 20
8.25, 13, 7, 6, 7
9.25, 6, 6, 7, 18
6.75, 0, 0, 13, 14
8.0, 7, 12, 13, 0
8.75, 0, 20, 15, 0
